employee_id,date_id,attrition_probability,risk_band,main_risk_driver,recommended_action,model_version
1340,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1344,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1346,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1349,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1350,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1352,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1355,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1356,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1358,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1360,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1361,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1362,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1363,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1364,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1367,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1368,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1369,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1371,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1372,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1373,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1374,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1375,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1377,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1379,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1380,202401,0.8,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1382,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1383,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1387,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1389,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1390,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1391,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1392,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1394,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1395,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1396,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1397,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1399,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1401,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1402,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1403,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1405,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1407,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1408,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1409,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1411,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1412,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1415,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1417,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1419,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1420,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1421,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1422,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1423,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1424,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1425,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1427,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1428,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1430,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1431,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1433,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1434,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1435,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1436,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1438,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1439,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1440,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1441,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1443,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1445,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1446,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1447,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1448,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1449,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1453,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1457,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1458,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1459,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1460,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1461,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1464,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1465,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1466,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1467,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1468,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1469,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1471,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1472,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1473,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1474,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1475,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1477,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1478,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1479,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1480,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1481,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1482,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1483,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1484,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1485,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1486,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1487,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1489,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1492,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1494,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1495,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1496,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1497,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1499,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1501,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1502,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1503,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1504,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1506,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1507,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1509,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1513,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1514,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1515,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1516,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1520,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1522,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1523,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1525,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1527,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1529,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1533,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1534,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1535,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1537,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1539,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1541,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1542,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1543,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1544,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1545,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1546,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1547,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1548,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1549,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1550,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1551,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1552,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1553,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1554,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1555,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1556,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1557,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1558,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1560,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1562,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1563,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1564,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1568,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1569,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1572,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1573,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1574,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1576,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1577,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1578,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1580,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1581,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1582,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1583,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1585,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1586,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1587,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1588,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1590,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1591,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1592,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1594,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1595,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1596,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1597,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1598,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1599,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1601,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1602,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1604,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1605,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1606,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1607,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1608,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1609,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1611,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1612,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1613,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1614,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1615,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1617,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1618,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1619,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1621,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1622,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1623,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1624,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1625,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1627,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1628,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1630,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1631,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1633,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1635,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1638,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1639,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1640,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1641,202401,0.7,High Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1642,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1644,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1645,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1646,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1647,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1648,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1649,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1650,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1651,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1653,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1654,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1655,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1656,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1657,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1658,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1659,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1661,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1662,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1664,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1665,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1666,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1667,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1668,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1669,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1670,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1671,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1673,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1674,202401,0.65,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1675,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1676,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1677,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1678,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1680,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1681,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1682,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1683,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1684,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1687,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1689,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1691,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1692,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1693,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1694,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1696,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1697,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1698,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1700,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1701,202401,0.4,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1702,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1703,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1704,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1706,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1707,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1708,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1709,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1710,202401,0.6,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1712,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1714,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1716,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1718,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1719,202401,0.3,Low Risk,Career progression,Prioritize career progression review,baseline_v1
1720,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1721,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1722,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1724,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1725,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1727,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1728,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1729,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1731,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1732,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1733,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1734,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1735,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1736,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1737,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1739,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1740,202401,0.5,Medium Risk,Career progression,Prioritize career progression review,baseline_v1
1744,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1745,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1746,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1747,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1749,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1751,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1752,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1753,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1754,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1755,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1756,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1757,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1758,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1760,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1761,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1762,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1763,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1764,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1766,202401,0.35,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1767,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1768,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1770,202401,0.15,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1771,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1772,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1774,202401,0.45,Medium Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
1775,202401,0.55,Medium Risk,Overtime and work-life balance,Review workload and manager allocation,baseline_v1
1778,202401,0.25,Low Risk,Mixed workforce factors,Monitor and discuss retention plan,baseline_v1
